time,acre_rate_primary,acre_rate_secondary,q,e,id,acre_rate_mass_weighted
0.0,0.201836955162941,0.8120825145188987,1.0,0.25,100_025,0.5069597348409198
0.001001001001001001,0.20313677498079175,0.8105783100952002,1.0,0.25,100_025,0.506857542537996
0.002002002002002002,0.20443761141069422,0.8090607110635368,1.0,0.25,100_025,0.5067491612371156
0.003003003003003003,0.2057391291463212,0.8075293248052373,1.0,0.25,100_025,0.5066342269757793
0.004004004004004004,0.2070409649464961,0.8059841851995615,1.0,0.25,100_025,0.5065125750730288
0.005005005005005005,0.20834272567982567,0.804425764147377,1.0,0.25,100_025,0.5063842449136013
0.006006006006006006,0.20964398734844666,0.8028549706147378,1.0,0.25,100_025,0.5062494789815922
0.007007007007007007,0.21094429526600963,0.8012731370448566,1.0,0.25,100_025,0.5061087161554331
0.008008008008008008,0.21224316552685793,0.7996819933408201,1.0,0.25,100_025,0.505962579433839
0.009009009009009009,0.21354008785862594,0.7980836289746974,1.0,0.25,100_025,0.5058118584166617
0.01001001001001001,0.21483452990066992,0.7964804441210163,1.0,0.25,100_025,0.5056574870108431
0.011011011011011011,0.21612594289749948,0.7948750910338115,1.0,0.25,100_025,0.5055005169656555
0.012012012012012012,0.21741376874152657,0.7932704071769507,1.0,0.25,100_025,0.5053420879592386
0.013013013013013011,0.21869744824486162,0.7916693418683507,1.0,0.25,100_025,0.5051833950566061
0.014014014014014014,0.21997643046750498,0.7900748784022562,1.0,0.25,100_025,0.5050256544348806
0.015015015015015015,0.2212501828809415,0.7884899537635289,1.0,0.25,100_025,0.5048700683222352
0.016016016016016016,0.2225182021036482,0.7869173781389333,1.0,0.25,100_025,0.5047177901212907
0.017017017017017015,0.22378002490994536,0.78535975645951,1.0,0.25,100_025,0.5045698906847277
0.018018018018018018,0.22503523918736107,0.7838194141738817,1.0,0.25,100_025,0.5044273266806214
0.019019019019019017,0.22628349450133206,0.7822983293550879,1.0,0.25,100_025,0.50429091192821
0.02002002002002002,0.22752451192046932,0.7807980730857076,1.0,0.25,100_025,0.5041612925030885
0.02102102102102102,0.22875809276119577,0.7793197598515923,1.0,0.25,100_025,0.504038926306394
0.022022022022022022,0.2299841259274804,0.7778640094093241,1.0,0.25,100_025,0.5039240676684023
0.02302302302302302,0.23120259354933767,0.7764309212838781,1.0,0.25,100_025,0.5038167574166079
0.024024024024024024,0.23241357466215615,0.7750200627095031,1.0,0.25,100_025,0.5037168186858296
0.025025025025025023,0.23361724671676148,0.7736304704582904,1.0,0.25,100_025,0.5036238585875259
0.026026026026026022,0.2348138847661394,0.7722606666177784,1.0,0.25,100_025,0.5035372756919589
0.027027027027027025,0.23600385823734976,0.770908687992174,1.0,0.25,100_025,0.5034562731147619
0.028028028028028028,0.23718762526454623,0.7695721284225815,1.0,0.25,100_025,0.5033798768435639
0.029029029029029027,0.23836572462917116,0.7682481929608715,1.0,0.25,100_025,0.5033069587950214
0.03003003003003003,0.2395387654242042,0.7669337625000018,1.0,0.25,100_025,0.503236263962103
0.03103103103103103,0.2407074146286194,0.7656254671703383,1.0,0.25,100_025,0.5031664408994788
0.03203203203203203,0.24187238284378304,0.7643197665653201,1.0,0.25,100_025,0.5030960747045515
0.03303303303303303,0.24303440850331054,0.763013034667835,1.0,0.25,100_025,0.5030237215855727
0.03403403403403403,0.2441942409199543,0.7617016472165,1.0,0.25,100_025,0.5029479440682272
0.035035035035035036,0.24535262257567608,0.7603820691825111,1.0,0.25,100_025,0.5028673458790935
0.036036036036036036,0.24651027109269574,0.7590509400248044,1.0,0.25,100_025,0.50278060555875
0.037037037037037035,0.24766786134286117,0.7577051544540017,1.0,0.25,100_025,0.5026865078984314
0.038038038038038034,0.24882600815933187,0.7563419365621531,1.0,0.25,100_025,0.5025839723607425
0.03903903903903904,0.2499852501079104,0.7549589053618767,1.0,0.25,100_025,0.5024720777348936
0.04004004004004004,0.25114603475537045,0.7535541300196591,1.0,0.25,100_025,0.5023500823875148
